smiles,pxr,null,pxr_pap,fxr,pparg,lxra,rxra,vdr
Cn1nc(C(=O)N2CCOc3ccccc3C2CO)c2ccccc21,5.19,,,,,,,
Cn1nc(C(=O)N2CCc3ccccc3C2CO)cc1C(F)F,4.42,2.21,,,,,,
Cn1nc(C(=O)NC2(c3ccc(Cl)cc3)CCOCC2)cc1C1CC1,5.25,2.14,,,,,,
Cn1nc(C(=O)NC2CCCOc3c(F)cccc32)cc1C(F)F,5.38,2.2,,,,,,
Cn1nc(C(=O)NS(=O)(=O)C2CC2)cc1N1C[C@@H]2C[C@H]1C[C@H]2OCc1c(-c2c(Cl)cccc2Cl)noc1C1CC1,,,,7.8,,,,
Cn1nc(C(=O)N[C@@H]2C[C@H]2c2cccc(F)c2)cc1C1CC1,4.92,3.13,,,,,,
Cn1nc(C(=O)Nc2cnc3c(c2)CCCC3)c2c1CCCC2,5.39,3.2,,,,,,
Cn1nc(C(=O)O)c2ccc(C34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)nc21,,,,7.31,,,,
Cn1nc(C(=O)O)c2ccc(C3CC3c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)cc21,,,,7.869999999999999,,,,
Cn1nc(C(=O)O)c2ccc(N3C(=O)CCc4cc(OCc5c(-c6c(Cl)cccc6Cl)noc5C5CC5)ccc43)cc21,,,,7.39,,,,
Cn1nc(C(=O)O)c2ccc([C@H]3C[C@](O)(c4ccc(OCc5c(-c6c(Cl)cccc6Cl)noc5C5CC5)cc4Cl)C3)cc21,,,,7.51,,,,
Cn1nc(C(=O)O)cc1OCC12CCC(OCc3c(-c4c(Cl)cncc4Cl)noc3C3CC3)(CC1)CC2,,,,6.53,,,,
Cn1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5ccc6[nH]c(=O)oc6c5)c4)(CC2)CC3)cc1C1CC1,,,,6.84,,,,
Cn1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5cnc6c(c5)SC(C5CC5)N6)c4)(CC2)CC3)cc1C1CC1,,,,6.33,,,,
Cn1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5noc(C(F)F)n5)c4)(CC2)CC3)cc1C1CC1,,,,6.96,,,,
Cn1nc(C23CCC(CN(C(=O)C45CC(F)(C4)C5)c4cccc(-c5noc(C6CC6)n5)c4)(CC2)CC3)cc1C1CC1,,,,7.13,,,,
Cn1nc(C23CCC(CN(C(=O)C4CC(F)(F)C4)c4cccc(-c5nc(C6CC6)no5)c4)(CC2)CC3)cc1C1CC1,,,,6.32,,,,
Cn1nc(C2CC2)cc1C12CCC(CN(C(=O)C34CC(F)(C3)C4)c3cc(-c4ccc(NS(C)(=O)=O)cc4)ccn3)(CC1)CC2,,,,6.6,,,,
Cn1nc(C2CC2)cc1C12CCC(CN(C(=O)C34CC(F)(C3)C4)c3cccc(-c4noc(C(C)(C)C)n4)c3)(CC1)CC2,,,,6.91,,,,
Cn1nc(C2CC2)cc1C12CCC(CN(C(=O)C34CC(F)(C3)C4)c3cccc(-c4noc(C(F)F)n4)c3)(CC1)CC2,,,,6.98,,,,
Cn1nc(C2CC2)cc1C12CCC(CN(C(=O)C34CC(F)(C3)C4)c3cccc(-c4noc(C5(C)CC5)n4)c3)(CC1)CC2,,,,7.09,,,,
Cn1nc(C2CC2)cc1C12CCC(CN(C(=O)C3CC(F)(F)C3)c3cccc(-c4nc(C5CC5)no4)c3)(CC1)CC2,,,,6.43,,,,
Cn1nc(C2CCCCC2)cc1NS(=O)(=O)CCc1ccccc1,4.24,4.33,,,,,,
Cn1nc(C2CCCCC2)cc1NS(=O)(=O)c1cc2c(cc1F)NC(=O)CC2,4.85,3.96,,,,,,
Cn1nc(C2CCCN(C(=O)C3CCC3)C2)n(C2CCCC2)c1=O,4.86,,,,,,,
Cn1nc(CCC(=O)O)cc1-c1ccc(C(C)(C)C)cc1,,,,5.96,,,,
Cn1nc(CNC(=O)Nc2cccnc2-c2ccccc2)cc1C1CC1,5.38,,,,,,,
Cn1nc(CNC(=O)[C@H]2COCC[C@H]2c2ccccc2)cc1C1CC1,4.57,3.72,,,,,,
Cn1nc(CNC[C@@H](O)c2ccc(Cl)cc2)c2ccccc21,5.07,3.05,,,,,,
Cn1nc(NC(=O)CNC(=O)c2ccc(Br)cc2)cc1C1CC1,4.41,3.73,,,,,,
Cn1nc(NC(=O)N2CCC(c3ccccc3)C2)c2ccccc21,4.66,2.71,,,,,,
Cn1nc(NCC23CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)(CC2)CC3)cc1C(=O)O,,,,6.58,,,,
Cn1nc(OCC23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)cc1C(=O)O,,,,6.47,,,,
Cn1nc2c(c1S(=O)(=O)Nc1ccc(F)c(O)c1F)CCCC2,4.57,5.82,,,,,,
Cn1nc2cccc(S(=O)(=O)NCCCc3csc(N)n3)c2n1,4.0,,,,,,,
Cn1ncc(C(=O)N(Cc2ccccc2)C2CCCC2(C)C)c1C#N,5.975,4.23,,,,,,
Cn1ncc(C(=O)NC(CO)c2ccsc2)c1Cc1ccccc1,4.8,3.22,,,,,,
Cn1ncc(C(=O)NC2CCS(=N)(=O)c3ccc(F)cc32)c1Cc1ccccc1,4.5,2.95,,,,,,
Cn1ncc(C(=O)NCC2CCC3(CC(C(=O)OC(C)(C)C)C3)O2)c1Cc1ccccc1,5.44,1.8,,,,,,
Cn1ncc(C(=O)Nc2cccc3cc[nH]c23)c1-n1cccc1,4.83,2.14,,,,,,
Cn1ncc(C2CC2)c1C(=O)N1CCCN(c2ccc(Cl)c(Cl)c2)CC1,5.91,1.81,,,,,,
Cn1ncc(CN2CCC(N3CCC(O)CC3)CC2)c1C1CC1,3.02,,,,,,,
Cn1ncc(NC(=O)N2CCCC(C)(F)C2)c1-c1ccccc1,4.44,3.14,,,,,,
Cn1ncc(NC(=O)NCC(C)(C)c2ccc3ccccc3c2)c1C(F)F,4.75,4.67,,,,,,
Cn1ncc(S(=O)(=O)Nc2cccc(Sc3ccccc3)c2)n1,4.61,4.36,,,,,,
Cn1ncc2c(=O)[nH]c(CCC(=O)N3CCC(c4ccc(F)cc4)CC3)nc21,4.93,2.77,,,,,,
Cn1ncc2c1CC(C)(C)CN(C(=O)NCc1ccc(Br)s1)C2,5.21,3.14,,,,,,
Cn1ncc2cc(-c3cccc(N(CC45CCC(c6nc(C7CC7)no6)(CC4)CC5)C(=O)C45CC(F)(C4)C5)c3)ccc21,,,,6.61,,,,
Cn1ncc2cc(C#N)c(-c3cccc(N(CC45CCC(c6nc(C7CC7)no6)(CC4)CC5)C(=O)C45CC(F)(C4)C5)c3)nc21,,,,6.71,,,,
Cn1ncc2ccc(CNc3ncnc4ccc(F)cc34)cc21,1.91,3.2,,,,,,
Cn1nccc1C1(NC(=O)Nc2nc(C(C)(C)C)ns2)CC1,5.59,1.81,,,,,,
Cn1nccc1C12CCC(C1)C2C(=O)NCCCc1c[nH]nc1C(F)(F)F,4.97,2.45,,,,,,
Cn1nccc1C1CCCN1CC(=O)Nc1cc(F)ccc1F,4.52,1.89,,,,,,
Cn1nccc1N1CCCC(NC(=O)NC2CC(OC(C)(C)C)C2)C1=O,4.4,2.59,,,,,,
Cn1nccc1NCc1cn(-c2ccc(F)c(OC(F)F)c2)nn1,,,,,,,4.93,
Cn1nccc1S(=O)(=O)N1Cc2ccccc2C(c2ccccc2)C1,5.57,3.0,,,,,,
Cn1nccc1S(=O)(=O)Nc1cccc(Cl)c1N1CCOCC1,4.73,4.25,,,,,,
Cn1ncnc1C(NC(=O)CCn1ccc(=O)[nH]c1=O)C1CC1,2.31,,,,,,,
Cn1nnc(CNC(=O)N2Cc3ccccc3CC2c2ccccc2)n1,4.47,3.78,,,,,,
Cn1nnc(CNS(=O)(=O)c2ccc(C(C)(C)C)cc2)n1,5.07,2.02,,,,,,
Cn1nnc2cc(C(=O)N(CC3CCCCC3)c3ccccn3)cnc21,5.25,1.83,,,,,,
Cn1nnc2cc(C(=O)N3CCCC(n4ccc(C(F)(F)F)n4)C3)ccc21,5.31,4.02,,,,,,
Cn1nnc2cc(S(=O)(=O)NC3(C(F)(F)F)CCCC3)ccc21,4.6,2.04,,,,,,
Cn1nncc1S(=O)(=O)NCC1CCCc2ccccc21,4.91,4.71,,,,,,
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,,,5.785,,5.01,,,
Cn1nnnc1SCCNC(=O)N1CCN(c2ncccc2C#N)CC1,4.08,,,,,,,
Cn1nnnc1SCCNC(=O)c1nc(=O)[nH]c2ccccc12,2.57,,,,,,,
Cn1sc(Cl)cc1=O,2.59,1.83,,,,,,
FC(F)(F)C1(c2nc(-c3cc(C4CC4)[nH]n3)no2)CC2(CCC2)C1,5.03,2.07,,,,,,
FC(F)(F)Cn1c(-c2ccccc2)cnc1SCc1nccs1,4.42,4.37,,,,,,
FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,4.97,3.76,,,,,,
FC(F)(F)Oc1cc(-c2nn[nH]n2)cc2sc(N3C[C@@H]4C[C@H]3C[C@H]4OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc12,,,,7.9,,,,
FC(F)(F)Oc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1,,,,,,,5.04,
FC(F)(F)Oc1ccc(-n2cc(COc3ncccn3)nn2)cc1,,,,,,,5.51,
FC(F)(F)Oc1cccc(-n2cc(COc3ncc(Cl)cn3)nn2)c1,,,,,,,7.3,
FC(F)(F)Oc1cccc(-n2cc(COc3ncccn3)nn2)c1,,,,,,,6.27,
FC(F)(F)Oc1ccccc1-c1noc(C2(c3ccccc3)CC2)n1,4.36,3.1,,,,,,
FC(F)(F)Oc1ccccc1Oc1cccn2c(C3(c4ccc(Cl)cc4)CC3)nnc12,,,6.52,,,,,
FC(F)(F)[C@@H]1C[C@H]1Cn1cc(-c2ccn(C3CCC3)n2)nn1,4.33,2.39,,,,,,
FC(F)(F)c1ccc(CO/N=C/c2c(-c3ccc4ccccc4c3)nc3occn23)cc1,,,5.7,,,,,
FC(F)(F)c1ccc(Cn2nc3c(C(F)(F)F)cccc3c2-c2ccc(Cl)cc2)cc1,,,,,,5.51,,
FC(F)(F)c1ccc(N2CCC[C@H]2COc2ccccc2)nn1,5.41,2.01,,,,,,
FC(F)(F)c1ccc2nc(-c3cccs3)c(NCc3ccccc3)n2c1,,,,6.34,,,,
FC(F)(F)c1cccc(CN(CCCOc2ccc3[nH]ccc3c2)CC(c2ccccc2)c2ccccc2)c1Cl,,,,,,6.65,,
FC(F)(F)c1cccc(CN(CCCOc2cccc3[nH]ccc23)CC(c2ccccc2)c2ccccc2)c1Cl,,,,,,7.22,,
FC(F)(F)c1cccc(CN(CCCOc2n[nH]c3ccccc23)CC(c2ccccc2)c2ccccc2)c1Cl,,,,,,6.96,,
FC(F)(F)c1cccc(CNc2cccc(-c3c(Cc4ccccc4)nnc4c(Cl)cccc34)c2)c1Cl,,,,,,4.96,,
FC(F)(F)c1cccc(COc2cccc(-c3c(Cc4ccccc4)nnc4c(C(F)(F)F)cccc34)c2)c1Cl,,,,,,4.74,,
FC(F)(F)c1cccc(COc2cccc(-c3c(Cc4ccccc4)nnc4c(Cl)cccc34)c2)c1,,,,,,4.21,,
FC(F)(F)c1cccc(COc2cccc(-c3c(Cc4ccccc4)nnc4c(Cl)cccc34)c2)c1Cl,,,,,,4.82,,
FC(F)(F)c1cccc2c(-c3ccc(Cl)cc3)n(Cc3ccccc3Cl)nc12,,,,,,5.62,,
FC(F)(F)c1cccc2c(-c3ccccc3)n(Cc3ccccc3)nc12,,,,,,5.96,,
FC(F)(F)c1ccccc1-c1cn(CCc2ccccn2)nn1,4.5,3.19,,,,,,
FC(F)(F)c1ccccc1Cn1nc2c(C(F)(F)F)cccc2c1-c1ccc(Cl)cc1,,,,,,5.5649999999999995,,
FC(F)(F)c1cnc(OCc2cn(-c3ccc(C(F)(F)F)s3)nn2)nc1,,,,,,,7.2,
FC(F)(F)c1cnc(OCc2cn(-c3ccc(Cl)cc3)nn2)nc1,,,,,,,6.81,
FC(F)OC(F)(F)C(F)Cl,1.95,1.88,,,,,,
FC(F)Oc1cc(-n2cc(CNc3ccccn3)nn2)ccc1Cl,,,,,,,6.67,
FC(F)Oc1cc(-n2cc(CNc3ncccn3)nn2)ccc1Cl,,,,,,,6.48,
FC(F)Oc1cc(-n2cc(CNc3ncco3)nn2)ccc1Cl,,,,,,,6.97,
FC(F)Oc1cc(-n2cc(COc3cccnc3)nn2)ccc1Cl,,,,,,,6.48,
FC(F)Oc1cc(-n2cc(COc3cccnn3)nn2)ccc1Cl,,,,,,,6.4,
FC(F)Oc1cc(-n2cc(COc3ccncn3)nn2)ccc1Cl,,,,,,,6.06,
FC(F)Oc1cc(-n2cc(COc3cnccn3)nn2)ccc1Cl,,,,,,,6.34,
FC(F)Oc1cc(-n2cc(COc3ncc(C(F)F)cn3)nn2)ccc1Cl,,,,,,,8.1,
FC(F)Oc1cc(-n2cc(COc3ncc(Cl)cn3)nn2)ccc1Cl,,,,,,,8.7,
FC(F)Oc1cc(-n2cc(COc3ncc(N4CC(F)(F)C4)cn3)nn2)ccc1Cl,,,,,,,7.43,
FC(F)Oc1cc(-n2cc(COc3ncc(N4CCC4)cn3)nn2)ccc1Cl,,,,,,,7.66,
FC(F)Oc1cc(-n2cc(COc3nccc(Cl)n3)nn2)ccc1Cl,,,,,,,7.58,
FC(F)Oc1cc(-n2cc(COc3ncccc3Cl)nn2)ccc1Cl,,,,,,,7.23,
FC(F)Oc1cc(-n2cc(COc3ncccn3)nn2)ccc1Cl,,,,,,,8.0,
FC(F)Oc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1,,,,,,,6.7,
FC(F)Oc1ccc(-n2cc(COc3ncccn3)nn2)cc1,,,,,,,6.07,
FC(F)Oc1cccc(-n2cc(COc3ncc(Cl)cn3)nn2)c1,,,,,,,7.16,
FC(F)Oc1cccc(-n2cc(COc3ncccn3)nn2)c1,,,,,,,6.1,
FC(F)Oc1cnc(OCc2cn(-c3ccc(Cl)c(OC(F)F)c3)nn2)nc1,,,,,,,8.22,
FC(F)Oc1cnc(OCc2cn(-c3ccc(Cl)cc3)nn2)nc1,,,,,,,6.82,
FC(F)Oc1cnc(OCc2cn(-c3cccc(C(F)F)c3)nn2)nc1,,,,,,,7.51,
FC(F)c1cc(-n2cc(CNc3ccncn3)nn2)ccc1Cl,,,,,,,5.12,
FC(F)c1cc(-n2cc(CNc3ncc(C(F)(F)F)cn3)nn2)ccc1Cl,,,,,,,6.21,
FC(F)c1cc(-n2cc(CNc3ncc(Cl)cn3)nn2)ccc1Cl,,,,,,,6.88,
FC(F)c1cc(-n2cc(CNc3ncccn3)nn2)ccc1Cl,,,,,,,5.9,
FC(F)c1cc(-n2cc(COc3ccccn3)nn2)ccc1Cl,,,,,,,5.92,
FC(F)c1cc(-n2cc(COc3ccncn3)nn2)ccc1Cl,,,,,,,5.65,
FC(F)c1cc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)ccc1Cl,,,,,,,8.4,
FC(F)c1cc(-n2cc(COc3ncc(C4CC4)cn3)nn2)ccc1Cl,,,,,,,7.89,
FC(F)c1cc(-n2cc(COc3ncc(Cl)cn3)nn2)ccc1Cl,,,,,,,8.52,
FC(F)c1cc(-n2cc(COc3nccc(C4CC4)n3)nn2)ccc1Cl,,,,,,,7.38,
FC(F)c1cc(-n2cc(COc3nccc(N4CCCC4)n3)nn2)ccc1Cl,,,,,,,7.92,
FC(F)c1cc(-n2cc(COc3nccc(N4CCCCC4)n3)nn2)ccc1Cl,,,,,,,6.77,
FC(F)c1cc(-n2cc(COc3ncccn3)nn2)ccc1Cl,,,,,,,7.31,
FC(F)c1cc(-n2cc(COc3ncccn3)nn2)ccc1N1CCC1,,,,,,,5.34,
FC(F)c1cccc(-n2cc(CNc3ncccn3)nn2)c1,,,,,,,4.98,
FC(F)c1cccc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)c1,,,,,,,7.6,
FC(F)c1cccc(-n2cc(COc3ncc(C4CC4)cn3)nn2)c1,,,,,,,7.96,
FC(F)c1cccc(-n2cc(COc3ncc(Cl)cn3)nn2)c1,,,,,,,7.195,
FC(F)c1cccc(-n2cc(COc3nccc(C(F)F)n3)nn2)c1,,,,,,,6.09,
FC(F)c1cccc(-n2cc(COc3nccc(C4CC4)n3)nn2)c1,,,,,,,6.77,
FC(F)c1cccc(-n2cc(COc3nccc(N4CCCC4)n3)nn2)c1,,,,,,,7.03,
FC(F)c1cccc(-n2cc(COc3nccc(N4CCCCC4)n3)nn2)c1,,,,,,,6.52,
FC(F)c1cccc(-n2cc(COc3ncccn3)nn2)c1,,,,,,,6.31,
FC(F)c1ccnc(OCc2cn(-c3ccc(Cl)c(C(F)F)c3)nn2)n1,,,,,,,7.38,
FC(F)c1ccnc(OCc2cn(-c3ccc4c(c3)CCC4)nn2)n1,,,,,,,6.4,
FC(F)c1cnc(NCc2cn(-c3ccc(Cl)c(C(F)F)c3)nn2)nc1,,,,,,,6.62,
FC(F)c1cnc(OCc2cn(-c3cccc(C(F)(F)F)c3)nn2)nc1,,,,,,,7.43,
FC(F)c1cnc(OCc2cn(-c3cccc(C(F)F)c3)nn2)nc1,,,,,,,7.57,
FC(F)c1noc(CN2Cc3ncccc3N3CCC[C@H]3C2)n1,5.16,3.45,,,,,,
FC1(F)Oc2ccc(-n3cc(COc4ncc(Cl)cn4)nn3)cc2O1,,,,,,,6.73,
FC1(F)Oc2ccc(-n3cc(COc4ncccn4)nn3)cc2O1,,,,,,,6.62,
FC1CN(c2cnc(OCc3cn(-c4ccc(Cl)c(OC(F)F)c4)nn3)nc2)C1,,,,,,,7.77,
FCCCc1cnc(OCc2cn(-c3ccc(Cl)c(C(F)F)c3)nn2)nc1,,,,,,,7.96,
FCCCc1cnc(OCc2cn(-c3ccc(Cl)c(OC(F)F)c3)nn2)nc1,,,,,,,7.62,
FCCOc1cnc(OCc2cn(-c3ccc(Cl)c(C(F)F)c3)nn2)nc1,,,,,,,8.0,
FCCOc1cnc(OCc2cn(-c3ccc(Cl)c(OC(F)F)c3)nn2)nc1,,,,,,,7.52,
FCCOc1cnc(OCc2cn(-c3ccc(F)c(Br)c3)nn2)nc1,,,,,,,8.22,
Fc1c(-n2cc(COc3ncc(Cl)cn3)nn2)cccc1C(F)(F)F,,,,,,,7.16,
Fc1c(Cl)cccc1-n1cc(COc2ncc(Cl)cn2)nn1,,,,,,,5.76,
Fc1cc(-c2ccc(Cn3ccnc3)cc2)c2ncccc2c1,3.99,,,,,,,
Fc1cc(-c2nn[nH]n2)cc2sc(N3C[C@@H]4C[C@H]3C[C@H]4OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc12,,,,8.4,,,,
Fc1cc(-c2nn[nH]n2)ccc1N1C[C@@H]2C[C@H]1C[C@H]2OCc1c(-c2c(Cl)cccc2Cl)noc1C1CC1,,,,8.2,,,,
Fc1cc(-c2nnn[nH]2)ccc1OCC(c1c2c(nn1-c1ccc(Cl)cc1)CCCCC2)C1CCCCC1,,,,6.81,,,,
Fc1cc(-c2noc(-c3cccc4[nH]ncc34)n2)ccc1Cn1cncn1,1.87,3.22,,,,,,
Fc1cc(CCc2nn[nH]n2)ccc1N1C[C@@H]2C[C@H]1C[C@H]2OCc1c(-c2c(Cl)cccc2Cl)noc1C1CC1,,,,8.1,,,,
Fc1cc(CN2CCCN(Cc3cccnc3)CC2)ccc1Cl,4.17,,,,,,,
Fc1cc(Cl)ccc1Cn1nc2c(C(F)(F)F)cccc2c1-c1ccc(Cl)cc1,,,,,,5.73,,
Fc1cc2cc[nH]c2c(F)c1-c1cnn(C2CCCCO2)c1,4.31,4.54,,,,,,
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(Cl)cc2)cc1,,,,,,5.645,,
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,,,5.75,,,6.295,,
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccccc2Cl)cc1,,,,,,5.915,,
Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccccc2F)cc1,,,5.67,,,5.91,,
Fc1ccc(-c2cn(C[C@]34C[C@H]3CCC4(F)F)nn2)c(Cl)c1,4.94,1.89,,,,,,
Fc1ccc(-c2n[nH]cc2CN(Cc2cccnc2)Cc2cccnc2)cc1,4.6,,,,,,,
Fc1ccc(-n2cc(CNc3ccccn3)nn2)cc1C(F)F,,,,,,,6.01,
Fc1ccc(-n2cc(CNc3ccccn3)nn2)cc1OC(F)F,,,,,,,6.14,
Fc1ccc(-n2cc(CNc3ncc(C(F)(F)F)cn3)nn2)cc1C(F)F,,,,,,,6.97,
Fc1ccc(-n2cc(CNc3ncc(Cl)cn3)nn2)cc1C(F)F,,,,,,,7.13,
Fc1ccc(-n2cc(CNc3ncccn3)nn2)cc1C(F)(F)F,,,,,,,5.55,
Fc1ccc(-n2cc(CNc3ncccn3)nn2)cc1C(F)F,,,,,,,6.08,
Fc1ccc(-n2cc(CNc3ncccn3)nn2)cc1OC(F)F,,,,,,,6.46,
Fc1ccc(-n2cc(COc3ccc(C(F)(F)F)cn3)nn2)cc1C(F)(F)F,,,,,,,6.28,
Fc1ccc(-n2cc(COc3ccc(C(F)(F)F)cn3)nn2)cc1C(F)F,,,,,,,7.25,
Fc1ccc(-n2cc(COc3ccc(C(F)(F)F)cn3)nn2)cc1OC(F)F,,,,,,,6.94,
Fc1ccc(-n2cc(COc3ccc(Cl)cn3)nn2)cc1C(F)(F)F,,,,,,,6.1,
Fc1ccc(-n2cc(COc3ccc(Cl)cn3)nn2)cc1C(F)F,,,,,,,7.25,
Fc1ccc(-n2cc(COc3ccc(Cl)cn3)nn2)cc1OC(F)F,,,,,,,7.14,
Fc1ccc(-n2cc(COc3cccc(C(F)(F)F)n3)nn2)cc1OC(F)F,,,,,,,6.04,
Fc1ccc(-n2cc(COc3ccccn3)nn2)cc1C(F)(F)F,,,,,,,5.52,
Fc1ccc(-n2cc(COc3ccccn3)nn2)cc1C(F)F,,,,,,,6.17,
Fc1ccc(-n2cc(COc3ccccn3)nn2)cc1OC(F)F,,,,,,,6.41,
Fc1ccc(-n2cc(COc3cnc(-c4cccs4)cn3)nn2)cc1OC(F)F,,,,,,,4.97,
Fc1ccc(-n2cc(COc3cnccn3)nn2)cc1C(F)(F)F,,,,,,,5.19,
Fc1ccc(-n2cc(COc3ncc(Br)cn3)nn2)cc1C(F)(F)F,,,,,,,7.89,
Fc1ccc(-n2cc(COc3ncc(Br)cn3)nn2)cc1C(F)F,,,,,,,8.52,
Fc1ccc(-n2cc(COc3ncc(Br)cn3)nn2)cc1OC(F)F,,,,,,,8.52,
Fc1ccc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)c(F)c1C(F)F,,,,,,,6.95,
Fc1ccc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)cc1Br,,,,,,,8.3,
Fc1ccc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)cc1C(F)(F)F,,,,,,,7.46,
Fc1ccc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)cc1C(F)F,,,,,,,8.15,
Fc1ccc(-n2cc(COc3ncc(C(F)(F)F)cn3)nn2)cc1OC(F)F,,,,,,,8.15,
Fc1ccc(-n2cc(COc3ncc(C(F)F)cn3)nn2)cc1C(F)(F)F,,,,,,,7.89,
Fc1ccc(-n2cc(COc3ncc(C4CC4)cn3)nn2)cc1C(F)(F)F,,,,,,,7.66,
Fc1ccc(-n2cc(COc3ncc(C4CC4)cn3)nn2)cc1C(F)F,,,,,,,8.3,
Fc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1,,,,,,,6.43,
Fc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1Br,,,,,,,8.52,
Fc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1C(F)(F)F,,,,,,,7.8,
Fc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1C(F)F,,,,,,,8.52,
Fc1ccc(-n2cc(COc3ncc(Cl)cn3)nn2)cc1OC(F)F,,,,,,,8.52,
Fc1ccc(-n2cc(COc3ncc(F)c(NC4CC4)n3)nn2)cc1OC(F)F,,,,,,,6.69,
Fc1ccc(-n2cc(COc3ncc(F)c(NCC(F)F)n3)nn2)cc1OC(F)F,,,,,,,6.04,
Fc1ccc(-n2cc(COc3ncc(N4CC(C(F)F)C4)cn3)nn2)cc1C(F)F,,,,,,,6.64,
Fc1ccc(-n2cc(COc3ncc(N4CC(F)(F)C4)cn3)nn2)cc1C(F)F,,,,,,,7.54,
Fc1ccc(-n2cc(COc3ncc(N4CC(F)(F)C4)cn3)nn2)cc1OC(F)F,,,,,,,7.72,
Fc1ccc(-n2cc(COc3ncc(N4CC(F)C4)cn3)nn2)cc1C(F)(F)F,,,,,,,7.47,
Fc1ccc(-n2cc(COc3ncc(N4CC(F)C4)cn3)nn2)cc1C(F)F,,,,,,,8.0,
Fc1ccc(-n2cc(COc3ncc(N4CC(F)C4)cn3)nn2)cc1OC(F)F,,,,,,,8.1,
Fc1ccc(-n2cc(COc3ncc(N4CCC(F)(F)C4)cn3)nn2)cc1C(F)F,,,,,,,7.17,
Fc1ccc(-n2cc(COc3ncc(N4CCC4)cn3)nn2)cc1C(F)F,,,,,,,8.22,
Fc1ccc(-n2cc(COc3ncc(N4CCC4)cn3)nn2)cc1OC(F)F,,,,,,,7.8,
Fc1ccc(-n2cc(COc3ncc(N4CCOCC4)cn3)nn2)cc1C(F)(F)F,,,,,,,6.3,
Fc1ccc(-n2cc(COc3ncc(OC(F)F)cn3)nn2)cc1C(F)F,,,,,,,8.52,
Fc1ccc(-n2cc(COc3nccc(-c4ccc[nH]4)n3)nn2)cc1OC(F)F,,,,,,,6.17,
Fc1ccc(-n2cc(COc3nccc(-c4ccccc4)n3)nn2)cc1OC(F)F,,,,,,,5.01,
Fc1ccc(-n2cc(COc3nccc(-c4ccco4)n3)nn2)cc1C(F)F,,,,,,,6.85,
Fc1ccc(-n2cc(COc3nccc(-n4cccn4)n3)nn2)cc1C(F)F,,,,,,,6.41,
Fc1ccc(-n2cc(COc3nccc(C(F)(F)F)n3)nn2)cc1C(F)F,,,,,,,6.7,
Fc1ccc(-n2cc(COc3nccc(C(F)F)n3)nn2)cc1C(F)(F)F,,,,,,,7.01,
Fc1ccc(-n2cc(COc3nccc(C(F)F)n3)nn2)cc1C(F)F,,,,,,,7.29,
Fc1ccc(-n2cc(COc3nccc(COCC(F)F)n3)nn2)cc1OC(F)F,,,,,,,7.31,
Fc1ccc(-n2cc(COc3nccc(N4CC(F)(F)C4)n3)nn2)cc1OC(F)F,,,,,,,7.39,
Fc1ccc(-n2cc(COc3nccc(N4CC(F)C4)n3)nn2)cc1OC(F)F,,,,,,,7.6,
Fc1ccc(-n2cc(COc3nccc(N4CCC(F)(F)C4)n3)nn2)cc1OC(F)F,,,,,,,6.84,
Fc1ccc(-n2cc(COc3nccc(N4CCC4)n3)nn2)cc1OC(F)F,,,,,,,8.52,
Fc1ccc(-n2cc(COc3nccc(N4CCCC4)n3)nn2)cc1OC(F)F,,,,,,,8.1,
Fc1ccc(-n2cc(COc3nccc(N4CCCCC4)n3)nn2)cc1OC(F)F,,,,,,,7.51,
